id_a,id_b,friendship,proximity,sms,calls
7,63,not_friend,not_close,not_texted,not_called
12,27,not_friend,close,not_texted,not_called
29,64,friend,not_close,not_texted,not_called
50,54,not_friend,not_close,not_texted,not_called
69,71,friend,not_close,not_texted,not_called
32,69,not_friend,close,not_texted,not_called
21,52,friend,close,not_texted,called
3,27,not_friend,not_close,not_texted,not_called
39,63,not_friend,not_close,not_texted,not_called
31,55,friend,close,not_texted,not_called
43,67,not_friend,close,not_texted,not_called
4,14,not_friend,close,not_texted,not_called
3,61,not_friend,not_close,not_texted,not_called
4,49,not_friend,close,not_texted,not_called
34,68,not_friend,not_close,not_texted,not_called
52,79,friend,close,not_texted,called
44,60,friend,close,not_texted,called
35,40,not_friend,not_close,not_texted,not_called
27,60,not_friend,not_close,not_texted,not_called
32,74,not_friend,not_close,not_texted,not_called
10,20,not_friend,not_close,not_texted,not_called
37,41,not_friend,not_close,not_texted,not_called
15,43,friend,close,not_texted,not_called
65,76,not_friend,close,not_texted,not_called
31,42,not_friend,close,not_texted,not_called
26,45,not_friend,not_close,not_texted,not_called
29,70,friend,close,not_texted,not_called
18,27,not_friend,close,not_texted,not_called
36,42,friend,close,not_texted,called
25,32,not_friend,close,not_texted,not_called
3,47,not_friend,not_close,not_texted,not_called
31,61,not_friend,close,not_texted,not_called
42,78,not_friend,not_close,not_texted,not_called
30,57,not_friend,close,not_texted,not_called
25,76,not_friend,not_close,not_texted,not_called
21,63,friend,not_close,not_texted,called
59,82,not_friend,not_close,not_texted,not_called
53,76,friend,not_close,not_texted,not_called
10,33,not_friend,not_close,not_texted,not_called
12,47,not_friend,close,not_texted,not_called
35,71,not_friend,not_close,not_texted,not_called
27,77,not_friend,not_close,not_texted,not_called
26,29,friend,close,not_texted,not_called
15,34,not_friend,close,not_texted,not_called
34,71,friend,not_close,not_texted,not_called
37,63,not_friend,not_close,not_texted,not_called
15,61,not_friend,close,not_texted,not_called
28,38,friend,not_close,not_texted,not_called
9,74,not_friend,not_close,not_texted,not_called
63,66,not_friend,not_close,not_texted,not_called
15,18,friend,close,not_texted,called
4,72,not_friend,close,not_texted,not_called
61,80,not_friend,not_close,not_texted,not_called
20,48,not_friend,close,not_texted,not_called
9,18,friend,not_close,not_texted,not_called
73,77,friend,not_close,not_texted,not_called
13,19,not_friend,not_close,not_texted,not_called
15,29,friend,close,not_texted,not_called
74,82,friend,not_close,not_texted,not_called
39,82,not_friend,not_close,not_texted,not_called
24,43,not_friend,not_close,not_texted,not_called
61,71,not_friend,close,not_texted,not_called
55,57,friend,close,not_texted,not_called
4,81,not_friend,not_close,not_texted,not_called
34,52,friend,close,not_texted,not_called
20,80,not_friend,not_close,not_texted,not_called
40,51,friend,not_close,not_texted,not_called
29,80,not_friend,not_close,not_texted,not_called
20,39,friend,not_close,not_texted,not_called
37,52,friend,not_close,not_texted,not_called
15,50,not_friend,not_close,not_texted,not_called
54,76,not_friend,not_close,not_texted,not_called
20,66,friend,close,not_texted,not_called
54,78,not_friend,not_close,not_texted,not_called
12,61,not_friend,not_close,not_texted,not_called
3,8,not_friend,not_close,not_texted,not_called
68,77,friend,not_close,not_texted,not_called
13,26,not_friend,not_close,not_texted,not_called
12,29,not_friend,close,not_texted,not_called
52,66,friend,not_close,not_texted,not_called
70,78,friend,not_close,not_texted,not_called
3,10,not_friend,not_close,not_texted,not_called
41,53,not_friend,not_close,not_texted,not_called
20,24,not_friend,close,not_texted,not_called
15,84,not_friend,not_close,not_texted,not_called
20,71,friend,close,not_texted,called
28,47,friend,close,not_texted,not_called
1,4,not_friend,close,not_texted,not_called
10,11,not_friend,not_close,not_texted,not_called
3,29,not_friend,not_close,not_texted,not_called
44,73,not_friend,not_close,not_texted,not_called
24,65,not_friend,not_close,not_texted,not_called
40,65,friend,not_close,not_texted,not_called
23,80,friend,not_close,not_texted,not_called
10,69,not_friend,not_close,not_texted,not_called
56,73,not_friend,not_close,not_texted,not_called
28,72,friend,close,not_texted,not_called
2,30,not_friend,close,not_texted,not_called
15,66,not_friend,not_close,not_texted,not_called
24,34,not_friend,close,not_texted,not_called
1,50,not_friend,not_close,not_texted,not_called
44,61,not_friend,close,not_texted,not_called
19,29,friend,close,not_texted,called
26,84,friend,not_close,not_texted,not_called
23,57,friend,close,not_texted,not_called
8,15,not_friend,not_close,not_texted,not_called
46,51,not_friend,close,not_texted,not_called
16,58,friend,close,not_texted,not_called
19,50,friend,not_close,not_texted,not_called
51,83,friend,not_close,not_texted,not_called
11,33,friend,not_close,not_texted,not_called
9,41,not_friend,not_close,not_texted,not_called
8,55,not_friend,close,not_texted,not_called
34,38,not_friend,close,not_texted,not_called
14,80,friend,not_close,not_texted,not_called
14,37,not_friend,not_close,not_texted,not_called
67,70,friend,close,not_texted,not_called
33,41,not_friend,not_close,not_texted,not_called
10,45,friend,not_close,not_texted,called
55,79,friend,close,not_texted,not_called
62,76,not_friend,not_close,not_texted,not_called
5,73,not_friend,not_close,not_texted,not_called
14,57,not_friend,not_close,not_texted,not_called
1,34,not_friend,close,not_texted,not_called
16,29,not_friend,close,not_texted,not_called
22,42,friend,close,not_texted,not_called
70,76,not_friend,close,not_texted,not_called
1,61,friend,close,texted,called
18,48,friend,close,not_texted,called
47,49,friend,close,not_texted,not_called
60,70,friend,not_close,not_texted,not_called
31,84,not_friend,not_close,not_texted,not_called
16,76,not_friend,not_close,not_texted,not_called
15,76,not_friend,close,not_texted,not_called
67,74,friend,not_close,not_texted,called
23,79,friend,close,not_texted,called
55,77,friend,close,not_texted,not_called
47,65,friend,close,not_texted,not_called
49,75,friend,not_close,not_texted,not_called
21,83,not_friend,not_close,not_texted,not_called
51,70,not_friend,close,not_texted,not_called
21,38,not_friend,not_close,not_texted,not_called
32,55,not_friend,close,not_texted,not_called
9,56,not_friend,not_close,not_texted,not_called
49,62,friend,close,not_texted,not_called
16,34,friend,close,not_texted,not_called
16,61,not_friend,close,not_texted,not_called
2,23,friend,close,not_texted,not_called
66,83,friend,not_close,not_texted,not_called
24,50,not_friend,not_close,not_texted,not_called
7,44,friend,close,not_texted,not_called
7,19,not_friend,not_close,not_texted,not_called
1,18,not_friend,close,not_texted,not_called
13,68,not_friend,not_close,not_texted,not_called
4,7,friend,close,texted,called
55,72,not_friend,close,not_texted,not_called
14,39,friend,not_close,not_texted,not_called
30,38,friend,not_close,not_texted,not_called
29,39,friend,not_close,not_texted,not_called
13,52,friend,not_close,not_texted,not_called
45,62,friend,close,not_texted,not_called
22,65,friend,close,not_texted,not_called
11,19,friend,close,not_texted,not_called
5,84,not_friend,not_close,not_texted,not_called
6,39,friend,not_close,not_texted,not_called
30,41,friend,not_close,not_texted,not_called
33,63,friend,not_close,not_texted,not_called
2,16,not_friend,not_close,not_texted,not_called
17,21,not_friend,not_close,not_texted,not_called
36,71,friend,not_close,not_texted,called
27,38,not_friend,close,not_texted,not_called
22,27,not_friend,close,not_texted,not_called
26,66,not_friend,not_close,not_texted,not_called
6,77,friend,not_close,not_texted,not_called
17,32,not_friend,not_close,not_texted,not_called
78,80,friend,not_close,not_texted,not_called
38,69,not_friend,not_close,not_texted,not_called
11,51,friend,close,not_texted,not_called
8,42,not_friend,close,not_texted,not_called
14,62,friend,close,not_texted,not_called
14,15,not_friend,not_close,not_texted,not_called
5,54,friend,not_close,not_texted,not_called
38,45,friend,not_close,not_texted,not_called
17,50,not_friend,not_close,not_texted,not_called
48,51,not_friend,close,not_texted,not_called
41,47,friend,not_close,not_texted,not_called
14,48,not_friend,close,not_texted,not_called
39,68,friend,not_close,not_texted,not_called
5,60,not_friend,close,not_texted,not_called
33,52,friend,not_close,not_texted,not_called
2,54,not_friend,not_close,not_texted,not_called
1,76,not_friend,not_close,not_texted,not_called
9,47,not_friend,close,not_texted,not_called
46,60,friend,close,not_texted,not_called
41,77,not_friend,not_close,not_texted,called
2,78,not_friend,not_close,not_texted,not_called
1,16,not_friend,close,not_texted,not_called
10,58,not_friend,not_close,not_texted,not_called
6,42,friend,close,not_texted,not_called
2,83,friend,not_close,not_texted,not_called
6,55,not_friend,not_close,not_texted,not_called
24,29,not_friend,not_close,not_texted,not_called
11,42,friend,close,not_texted,not_called
19,27,not_friend,close,not_texted,not_called
5,81,not_friend,not_close,not_texted,not_called
2,49,friend,not_close,not_texted,not_called
8,33,not_friend,not_close,not_texted,not_called
17,69,friend,not_close,not_texted,not_called
48,68,not_friend,close,not_texted,not_called
49,80,not_friend,not_close,not_texted,not_called
16,83,friend,not_close,not_texted,not_called
16,19,friend,not_close,not_texted,not_called
14,71,friend,not_close,not_texted,not_called
7,53,not_friend,not_close,not_texted,not_called
42,67,friend,close,not_texted,not_called
13,45,not_friend,not_close,not_texted,not_called
3,44,not_friend,not_close,not_texted,not_called
29,73,not_friend,not_close,not_texted,not_called
13,83,not_friend,not_close,not_texted,not_called
25,35,not_friend,close,not_texted,not_called
26,44,friend,not_close,not_texted,not_called
31,41,not_friend,not_close,not_texted,not_called
30,56,not_friend,close,not_texted,not_called
45,55,not_friend,not_close,not_texted,not_called
56,65,not_friend,close,not_texted,not_called
57,78,not_friend,not_close,not_texted,not_called
32,35,not_friend,close,not_texted,not_called
53,77,friend,not_close,not_texted,not_called
3,59,not_friend,not_close,not_texted,not_called
10,32,not_friend,not_close,not_texted,not_called
48,66,not_friend,close,not_texted,not_called
33,61,not_friend,not_close,not_texted,not_called
36,43,friend,close,not_texted,not_called
22,50,not_friend,not_close,not_texted,called
18,24,not_friend,close,not_texted,not_called
27,76,not_friend,not_close,not_texted,not_called
36,74,not_friend,not_close,not_texted,not_called
26,28,friend,not_close,not_texted,not_called
12,44,friend,not_close,not_texted,called
25,68,not_friend,not_close,not_texted,not_called
57,81,not_friend,not_close,not_texted,not_called
60,64,not_friend,not_close,not_texted,not_called
21,73,friend,not_close,not_texted,not_called
11,60,not_friend,not_close,not_texted,not_called
28,49,friend,not_close,not_texted,not_called
27,54,not_friend,not_close,not_texted,not_called
30,70,not_friend,close,not_texted,not_called
33,74,not_friend,not_close,not_texted,not_called
44,82,not_friend,not_close,not_texted,not_called
50,71,not_friend,not_close,not_texted,not_called
26,59,not_friend,not_close,not_texted,not_called
75,80,not_friend,not_close,not_texted,not_called
30,36,friend,close,texted,called
72,77,not_friend,not_close,not_texted,not_called
6,17,not_friend,not_close,not_texted,not_called
35,66,friend,close,not_texted,called
52,81,friend,not_close,not_texted,not_called
42,52,friend,close,not_texted,not_called
51,66,friend,close,not_texted,not_called
36,54,friend,not_close,not_texted,not_called
6,37,not_friend,not_close,not_texted,not_called
25,45,not_friend,not_close,not_texted,not_called
65,67,friend,close,not_texted,not_called
29,81,not_friend,not_close,not_texted,not_called
2,10,not_friend,not_close,not_texted,not_called
12,62,not_friend,close,not_texted,not_called
43,79,friend,not_close,not_texted,not_called
37,53,not_friend,not_close,not_texted,not_called
35,50,friend,not_close,not_texted,called
36,73,not_friend,not_close,not_texted,not_called
3,9,not_friend,not_close,not_texted,not_called
59,65,friend,close,not_texted,called
52,78,friend,not_close,not_texted,not_called
3,62,not_friend,not_close,not_texted,not_called
4,15,not_friend,close,not_texted,not_called
20,65,friend,close,not_texted,not_called
52,67,friend,close,not_texted,not_called
13,21,not_friend,not_close,not_texted,not_called
6,57,not_friend,not_close,not_texted,not_called
24,64,not_friend,not_close,not_texted,not_called
44,70,friend,close,not_texted,not_called
28,46,friend,close,not_texted,not_called
20,23,friend,close,not_texted,called
20,72,friend,close,not_texted,not_called
3,13,not_friend,not_close,not_texted,not_called
1,5,not_friend,close,not_texted,not_called
15,51,not_friend,not_close,not_texted,not_called
23,81,not_friend,not_close,not_texted,not_called
40,64,friend,not_close,not_texted,not_called
74,76,not_friend,not_close,not_texted,not_called
4,55,not_friend,close,not_texted,not_called
50,53,not_friend,not_close,not_texted,not_called
4,79,not_friend,close,not_texted,not_called
69,70,friend,close,not_texted,not_called
21,51,friend,not_close,not_texted,not_called
12,59,not_friend,close,not_texted,not_called
31,56,friend,close,texted,called
22,73,not_friend,not_close,not_texted,not_called
67,84,friend,not_close,not_texted,not_called
10,21,not_friend,not_close,not_texted,not_called
4,48,friend,close,not_texted,not_called
44,63,not_friend,not_close,not_texted,not_called
59,84,not_friend,not_close,not_texted,not_called
43,64,friend,not_close,texted,called
35,47,not_friend,close,not_texted,not_called
31,67,friend,close,not_texted,not_called
29,65,friend,not_close,not_texted,not_called
57,76,not_friend,not_close,not_texted,not_called
27,61,not_friend,close,not_texted,not_called
66,78,not_friend,not_close,not_texted,not_called
15,42,not_friend,close,not_texted,not_called
37,40,not_friend,not_close,not_texted,not_called
31,62,not_friend,close,not_texted,not_called
70,75,friend,close,not_texted,not_called
1,37,friend,not_close,texted,called
59,66,not_friend,not_close,not_texted,not_called
28,48,friend,close,not_texted,not_called
18,49,friend,close,not_texted,not_called
23,78,friend,not_close,not_texted,not_called
9,31,friend,close,not_texted,not_called
59,70,friend,close,not_texted,not_called
49,74,friend,not_close,not_texted,not_called
47,62,friend,close,not_texted,not_called
15,77,not_friend,not_close,not_texted,not_called
31,77,not_friend,not_close,not_texted,not_called
16,75,not_friend,not_close,not_texted,not_called
44,64,friend,close,not_texted,called
51,71,not_friend,not_close,not_texted,not_called
61,63,not_friend,not_close,not_texted,not_called
16,33,friend,not_close,not_texted,not_called
9,79,not_friend,not_close,not_texted,not_called
7,45,not_friend,not_close,not_texted,not_called
46,58,not_friend,not_close,not_texted,not_called
12,20,not_friend,close,not_texted,not_called
28,64,not_friend,not_close,not_texted,not_called
34,46,not_friend,close,not_texted,not_called
66,82,not_friend,not_close,not_texted,not_called
7,18,not_friend,close,not_texted,not_called
2,22,friend,close,not_texted,not_called
4,6,not_friend,close,not_texted,not_called
38,84,not_friend,not_close,not_texted,not_called
9,77,not_friend,not_close,not_texted,not_called
15,35,not_friend,close,not_texted,not_called
19,79,friend,close,not_texted,not_called
3,82,not_friend,not_close,not_texted,not_called
43,48,not_friend,close,not_texted,not_called
63,67,not_friend,not_close,not_texted,not_called
28,39,friend,not_close,not_texted,not_called
47,71,friend,close,not_texted,not_called
15,19,friend,close,not_texted,called
9,17,friend,not_close,not_texted,not_called
12,13,not_friend,not_close,not_texted,not_called
41,52,friend,not_close,not_texted,not_called
35,42,friend,close,not_texted,not_called
40,71,friend,not_close,not_texted,not_called
46,80,friend,not_close,not_texted,not_called
61,81,not_friend,not_close,not_texted,not_called
4,73,not_friend,not_close,not_texted,not_called
24,42,not_friend,not_close,not_texted,not_called
39,81,friend,not_close,not_texted,not_called
20,34,not_friend,close,not_texted,not_called
74,83,not_friend,not_close,not_texted,not_called
20,83,not_friend,not_close,not_texted,not_called
61,70,not_friend,close,not_texted,not_called
15,28,not_friend,not_close,not_texted,not_called
73,78,not_friend,not_close,not_texted,not_called
25,75,not_friend,not_close,not_texted,not_called
4,80,not_friend,not_close,not_texted,not_called
62,79,friend,close,not_texted,called
12,82,not_friend,not_close,not_texted,not_called
13,32,not_friend,not_close,not_texted,not_called
1,79,not_friend,close,not_texted,not_called
5,61,not_friend,close,not_texted,not_called
21,35,not_friend,close,not_texted,not_called
2,9,not_friend,not_close,not_texted,not_called
14,49,not_friend,not_close,not_texted,not_called
67,80,friend,not_close,not_texted,not_called
2,55,friend,close,not_texted,not_called
33,53,not_friend,not_close,not_texted,not_called
48,52,friend,not_close,not_texted,not_called
6,41,not_friend,not_close,not_texted,not_called
46,67,friend,close,not_texted,not_called
1,40,not_friend,not_close,not_texted,not_called
19,60,friend,not_close,not_texted,not_called
34,60,not_friend,not_close,not_texted,not_called
40,49,friend,not_close,not_texted,not_called
1,15,not_friend,close,not_texted,not_called
2,82,not_friend,not_close,not_texted,not_called
5,7,not_friend,close,not_texted,not_called
2,79,friend,close,not_texted,not_called
11,45,not_friend,not_close,not_texted,not_called
2,48,not_friend,not_close,not_texted,not_called
6,56,not_friend,close,not_texted,not_called
21,34,friend,close,not_texted,not_called
19,26,friend,not_close,not_texted,called
38,51,not_friend,close,not_texted,not_called
8,63,not_friend,not_close,not_texted,not_called
16,80,not_friend,not_close,not_texted,not_called
64,70,friend,close,not_texted,not_called
11,29,not_friend,close,not_texted,not_called
13,44,not_friend,not_close,not_texted,not_called
14,70,friend,close,not_texted,not_called
44,67,friend,close,not_texted,called
8,18,not_friend,close,not_texted,not_called
42,66,friend,not_close,not_texted,called
56,72,not_friend,close,not_texted,not_called
13,14,not_friend,not_close,not_texted,not_called
19,28,friend,close,not_texted,not_called
24,35,not_friend,not_close,not_texted,not_called
28,73,friend,not_close,not_texted,not_called
10,66,friend,not_close,not_texted,called
1,57,not_friend,close,not_texted,not_called
49,63,not_friend,not_close,not_texted,not_called
47,53,friend,not_close,not_texted,not_called
9,55,not_friend,not_close,not_texted,called
9,22,not_friend,close,not_texted,not_called
23,56,not_friend,close,not_texted,not_called
16,24,friend,not_close,texted,called
19,67,friend,close,not_texted,not_called
14,36,friend,close,not_texted,not_called
23,36,friend,not_close,not_texted,not_called
9,42,friend,not_close,not_texted,not_called
46,66,not_friend,close,not_texted,not_called
8,52,friend,close,not_texted,not_called
7,23,not_friend,close,not_texted,not_called
33,40,not_friend,not_close,not_texted,not_called
1,14,not_friend,close,not_texted,not_called
58,75,not_friend,not_close,not_texted,not_called
64,67,not_friend,not_close,not_texted,not_called
2,31,not_friend,close,not_texted,not_called
14,56,not_friend,not_close,not_texted,not_called
5,72,not_friend,close,not_texted,not_called
57,80,not_friend,not_close,not_texted,not_called
34,70,not_friend,close,not_texted,not_called
5,44,not_friend,close,not_texted,not_called
11,67,not_friend,close,not_texted,not_called
23,35,not_friend,close,not_texted,not_called
25,69,not_friend,not_close,not_texted,not_called
20,56,not_friend,close,not_texted,not_called
30,77,not_friend,not_close,not_texted,not_called
48,65,friend,close,not_texted,not_called
33,75,not_friend,not_close,not_texted,not_called
6,74,not_friend,not_close,not_texted,not_called
72,75,not_friend,close,not_texted,not_called
27,57,friend,close,not_texted,not_called
6,18,friend,close,not_texted,called
30,35,not_friend,close,not_texted,not_called
47,82,not_friend,not_close,not_texted,not_called
30,60,friend,close,texted,called
45,83,not_friend,not_close,not_texted,not_called
5,28,friend,close,not_texted,not_called
63,79,friend,not_close,not_texted,not_called
21,72,friend,close,not_texted,not_called
23,29,friend,close,not_texted,not_called
42,53,not_friend,not_close,not_texted,not_called
27,28,friend,close,not_texted,not_called
18,81,friend,not_close,not_texted,not_called
6,34,not_friend,close,not_texted,not_called
26,72,friend,close,not_texted,not_called
39,78,friend,not_close,not_texted,not_called
13,84,not_friend,not_close,not_texted,not_called
14,38,friend,close,not_texted,not_called
45,63,not_friend,not_close,not_texted,not_called
29,38,friend,not_close,not_texted,not_called
48,78,not_friend,not_close,not_texted,not_called
29,30,not_friend,close,not_texted,not_called
19,46,friend,close,not_texted,not_called
22,64,friend,not_close,not_texted,not_called
2,17,friend,not_close,not_texted,not_called
10,48,friend,not_close,not_texted,not_called
33,62,not_friend,not_close,not_texted,not_called
6,61,not_friend,not_close,not_texted,not_called
56,77,not_friend,not_close,not_texted,not_called
46,49,not_friend,not_close,not_texted,not_called
17,20,friend,not_close,not_texted,not_called
26,61,not_friend,not_close,not_texted,not_called
53,83,not_friend,not_close,not_texted,not_called
17,33,not_friend,not_close,not_texted,not_called
22,26,not_friend,close,not_texted,not_called
1,66,not_friend,close,not_texted,not_called
25,72,not_friend,close,not_texted,not_called
34,84,not_friend,not_close,not_texted,not_called
13,53,not_friend,not_close,not_texted,not_called
54,84,not_friend,not_close,not_texted,not_called
8,45,friend,not_close,not_texted,not_called
38,42,not_friend,not_close,not_texted,not_called
5,53,not_friend,not_close,not_texted,not_called
28,81,friend,not_close,not_texted,not_called
31,57,friend,close,not_texted,called
26,54,not_friend,not_close,not_texted,not_called
43,66,not_friend,close,not_texted,not_called
53,69,not_friend,not_close,not_texted,not_called
50,52,friend,not_close,not_texted,not_called
63,84,not_friend,not_close,not_texted,not_called
74,75,not_friend,not_close,not_texted,not_called
36,59,friend,close,not_texted,not_called
46,71,friend,close,not_texted,called
5,26,not_friend,not_close,not_texted,not_called
21,50,not_friend,not_close,not_texted,not_called
36,84,not_friend,not_close,not_texted,not_called
69,73,not_friend,not_close,not_texted,not_called
10,26,friend,not_close,not_texted,not_called
43,65,friend,not_close,not_texted,not_called
66,79,friend,close,not_texted,not_called
29,62,friend,close,not_texted,called
35,46,not_friend,close,not_texted,not_called
27,62,not_friend,close,not_texted,not_called
30,82,not_friend,not_close,not_texted,not_called
57,77,not_friend,not_close,not_texted,not_called
37,43,not_friend,not_close,not_texted,not_called
32,76,friend,not_close,not_texted,not_called
21,61,not_friend,close,not_texted,not_called
19,59,not_friend,close,not_texted,not_called
5,19,not_friend,close,not_texted,not_called
11,70,not_friend,close,not_texted,not_called
3,45,not_friend,not_close,not_texted,not_called
31,40,not_friend,not_close,not_texted,not_called
26,43,not_friend,not_close,not_texted,not_called
25,34,friend,close,not_texted,not_called
29,72,friend,close,not_texted,not_called
31,83,not_friend,not_close,not_texted,not_called
45,54,not_friend,not_close,not_texted,not_called
57,79,friend,close,not_texted,not_called
30,59,friend,close,not_texted,not_called
32,34,not_friend,close,not_texted,not_called
39,70,friend,not_close,not_texted,not_called
58,84,not_friend,not_close,not_texted,not_called
3,58,not_friend,not_close,not_texted,not_called
27,75,not_friend,close,not_texted,not_called
53,74,not_friend,not_close,not_texted,not_called
18,25,not_friend,close,not_texted,not_called
7,22,not_friend,close,not_texted,not_called
27,59,not_friend,close,not_texted,not_called
22,51,friend,not_close,not_texted,not_called
23,37,not_friend,not_close,not_texted,not_called
12,45,not_friend,not_close,not_texted,not_called
50,63,not_friend,not_close,not_texted,not_called
19,61,not_friend,close,not_texted,not_called
3,83,not_friend,not_close,not_texted,not_called
9,76,not_friend,not_close,not_texted,not_called
18,71,friend,close,not_texted,called
47,70,friend,close,not_texted,not_called
15,36,not_friend,not_close,not_texted,not_called
9,16,not_friend,not_close,not_texted,not_called
35,63,not_friend,not_close,not_texted,not_called
20,73,not_friend,not_close,not_texted,not_called
61,82,not_friend,not_close,not_texted,not_called
15,16,not_friend,close,not_texted,not_called
20,82,not_friend,not_close,not_texted,not_called
40,58,not_friend,not_close,not_texted,not_called
74,80,not_friend,not_close,not_texted,not_called
20,35,friend,close,not_texted,not_called
39,80,friend,not_close,not_texted,not_called
60,73,not_friend,not_close,not_texted,not_called
73,79,friend,not_close,not_texted,not_called
65,81,friend,not_close,not_texted,not_called
58,60,not_friend,not_close,not_texted,not_called
4,83,not_friend,not_close,not_texted,not_called
62,74,friend,not_close,texted,called
12,83,not_friend,not_close,not_texted,not_called
54,71,friend,not_close,not_texted,not_called
24,74,not_friend,not_close,not_texted,not_called
13,33,not_friend,not_close,not_texted,not_called
21,84,not_friend,not_close,not_texted,not_called
12,63,not_friend,not_close,not_texted,not_called
43,78,friend,not_close,not_texted,not_called
29,53,friend,not_close,not_texted,not_called
35,51,not_friend,close,not_texted,called
29,82,not_friend,not_close,not_texted,not_called
44,62,friend,close,not_texted,not_called
20,64,not_friend,not_close,not_texted,not_called
58,68,not_friend,close,not_texted,not_called
59,64,friend,not_close,not_texted,not_called
60,81,not_friend,not_close,not_texted,not_called
4,12,not_friend,close,not_texted,not_called
3,63,not_friend,not_close,not_texted,not_called
44,71,friend,close,not_texted,called
24,63,friend,not_close,not_texted,called
4,23,not_friend,close,not_texted,not_called
3,12,not_friend,not_close,not_texted,not_called
35,78,friend,not_close,not_texted,not_called
20,22,friend,close,not_texted,called
4,58,friend,close,not_texted,called
52,68,friend,close,not_texted,not_called
15,56,not_friend,close,not_texted,not_called
45,57,not_friend,not_close,not_texted,not_called
1,6,not_friend,close,not_texted,not_called
37,50,not_friend,not_close,not_texted,not_called
40,67,friend,not_close,not_texted,not_called
64,84,not_friend,not_close,not_texted,not_called
13,15,not_friend,not_close,not_texted,not_called
28,74,friend,not_close,not_texted,not_called
1,56,not_friend,close,not_texted,not_called
10,67,not_friend,not_close,not_texted,not_called
56,71,not_friend,not_close,not_texted,not_called
49,64,not_friend,not_close,not_texted,not_called
16,63,friend,not_close,texted,called
18,53,friend,not_close,not_texted,not_called
47,52,friend,close,not_texted,not_called
9,23,friend,not_close,not_texted,not_called
11,84,not_friend,not_close,not_texted,not_called
9,54,not_friend,not_close,not_texted,not_called
9,43,not_friend,close,not_texted,not_called
21,29,not_friend,close,not_texted,not_called
25,80,not_friend,not_close,not_texted,not_called
16,25,friend,close,not_texted,not_called
14,82,not_friend,not_close,not_texted,not_called
8,53,not_friend,not_close,not_texted,not_called
7,73,not_friend,not_close,not_texted,not_called
49,79,friend,close,not_texted,not_called
41,60,not_friend,not_close,not_texted,not_called
58,74,not_friend,not_close,not_texted,not_called
24,36,not_friend,not_close,not_texted,not_called
10,47,not_friend,not_close,not_texted,not_called
64,66,not_friend,not_close,not_texted,not_called
14,55,not_friend,not_close,not_texted,not_called
69,78,not_friend,not_close,not_texted,not_called
2,36,not_friend,not_close,not_texted,not_called
33,43,not_friend,not_close,not_texted,not_called
40,45,friend,not_close,not_texted,not_called
10,71,friend,not_close,not_texted,not_called
40,57,not_friend,not_close,not_texted,not_called
70,74,friend,not_close,not_texted,not_called
22,68,friend,close,not_texted,called
72,73,not_friend,not_close,not_texted,not_called
9,30,not_friend,not_close,not_texted,not_called
61,73,not_friend,not_close,not_texted,not_called
16,74,friend,not_close,not_texted,not_called
18,62,friend,close,not_texted,not_called
47,63,not_friend,not_close,not_texted,not_called
23,77,friend,close,not_texted,not_called
31,74,not_friend,not_close,not_texted,not_called
65,74,not_friend,not_close,not_texted,not_called
75,78,friend,not_close,not_texted,not_called
15,38,not_friend,not_close,not_texted,not_called
55,67,not_friend,close,not_texted,not_called
9,78,friend,not_close,not_texted,not_called
16,32,not_friend,close,not_texted,not_called
58,78,not_friend,not_close,not_texted,not_called
7,42,not_friend,close,not_texted,not_called
51,72,not_friend,close,not_texted,not_called
4,5,not_friend,close,not_texted,not_called
34,47,friend,close,not_texted,not_called
9,36,friend,not_close,not_texted,not_called
24,56,friend,not_close,texted,called
1,36,not_friend,close,not_texted,not_called
66,81,friend,not_close,not_texted,not_called
18,61,not_friend,close,not_texted,not_called
13,78,not_friend,not_close,not_texted,not_called
76,78,friend,not_close,not_texted,not_called
17,78,not_friend,not_close,not_texted,not_called
39,79,friend,not_close,not_texted,not_called
62,70,friend,close,not_texted,called
10,49,not_friend,not_close,not_texted,not_called
17,23,not_friend,not_close,not_texted,not_called
19,49,friend,not_close,not_texted,not_called
46,48,not_friend,close,not_texted,not_called
22,67,friend,close,not_texted,not_called
26,60,not_friend,not_close,not_texted,not_called
53,82,not_friend,not_close,not_texted,not_called
42,43,not_friend,close,not_texted,not_called
2,58,not_friend,close,not_texted,not_called
27,36,not_friend,close,not_texted,not_called
25,59,not_friend,close,not_texted,not_called
13,54,not_friend,not_close,not_texted,not_called
14,60,friend,not_close,not_texted,not_called
48,79,not_friend,not_close,not_texted,not_called
8,44,friend,close,not_texted,not_called
60,72,friend,close,not_texted,not_called
19,81,friend,not_close,not_texted,not_called
38,43,not_friend,not_close,not_texted,not_called
5,52,friend,close,not_texted,not_called
2,56,not_friend,not_close,not_texted,not_called
19,38,not_friend,not_close,not_texted,not_called
18,59,friend,close,not_texted,not_called
2,8,friend,close,not_texted,not_called
5,66,friend,close,not_texted,not_called
77,78,friend,not_close,not_texted,not_called
48,53,friend,not_close,not_texted,not_called
33,50,not_friend,not_close,not_texted,not_called
17,83,friend,not_close,not_texted,not_called
48,82,friend,not_close,not_texted,not_called
17,52,friend,not_close,not_texted,not_called
2,81,not_friend,not_close,not_texted,not_called
1,41,not_friend,not_close,not_texted,not_called
2,76,friend,close,not_texted,not_called
5,8,not_friend,close,not_texted,not_called
23,42,friend,close,not_texted,not_called
6,40,friend,not_close,not_texted,not_called
