id_a,id_b,friendship,proximity,sms,calls
34,61,not_friend,close,not_texted,not_called
56,66,not_friend,not_close,not_texted,not_called
61,62,not_friend,close,not_texted,not_called
11,44,not_friend,close,not_texted,not_called
19,25,not_friend,close,not_texted,not_called
14,73,not_friend,not_close,not_texted,not_called
19,70,friend,close,not_texted,not_called
38,50,not_friend,not_close,not_texted,not_called
11,28,friend,not_close,not_texted,called
8,62,friend,close,not_texted,not_called
8,19,not_friend,close,not_texted,not_called
7,55,not_friend,close,texted,called
42,65,friend,close,not_texted,not_called
16,81,not_friend,not_close,not_texted,not_called
45,80,not_friend,not_close,not_texted,not_called
36,69,friend,close,not_texted,not_called
64,79,not_friend,not_close,not_texted,not_called
25,57,friend,not_close,not_texted,not_called
11,71,not_friend,close,not_texted,not_called
29,75,not_friend,close,not_texted,not_called
26,42,not_friend,not_close,not_texted,not_called
7,76,not_friend,not_close,not_texted,not_called
40,84,not_friend,not_close,not_texted,not_called
39,56,not_friend,not_close,not_texted,not_called
30,58,not_friend,close,not_texted,not_called
27,74,not_friend,not_close,not_texted,not_called
53,75,friend,not_close,not_texted,not_called
32,80,friend,not_close,not_texted,not_called
32,37,not_friend,not_close,not_texted,not_called
36,45,not_friend,not_close,not_texted,not_called
22,52,friend,close,texted,called
27,58,friend,close,not_texted,not_called
25,37,not_friend,not_close,not_texted,not_called
5,82,not_friend,not_close,not_texted,not_called
5,18,not_friend,close,not_texted,not_called
32,57,friend,not_close,not_texted,not_called
5,45,friend,not_close,not_texted,called
8,84,not_friend,not_close,not_texted,not_called
11,66,not_friend,not_close,not_texted,not_called
28,65,friend,not_close,not_texted,not_called
30,76,not_friend,close,not_texted,not_called
13,49,not_friend,not_close,not_texted,not_called
17,65,friend,not_close,not_texted,not_called
48,64,not_friend,not_close,not_texted,not_called
17,30,not_friend,not_close,not_texted,not_called
27,56,friend,close,not_texted,not_called
2,61,not_friend,not_close,not_texted,not_called
6,75,friend,not_close,not_texted,not_called
47,83,friend,not_close,not_texted,not_called
6,19,friend,close,not_texted,not_called
22,32,not_friend,close,not_texted,called
18,82,friend,not_close,not_texted,not_called
30,34,not_friend,close,not_texted,not_called
30,61,not_friend,close,not_texted,not_called
50,73,not_friend,not_close,not_texted,not_called
21,75,not_friend,close,not_texted,not_called
6,35,not_friend,close,not_texted,not_called
22,69,not_friend,close,not_texted,not_called
38,72,friend,not_close,not_texted,not_called
5,29,not_friend,close,not_texted,not_called
27,29,not_friend,close,not_texted,not_called
34,79,friend,close,not_texted,not_called
26,73,not_friend,not_close,not_texted,not_called
32,39,friend,not_close,not_texted,not_called
29,83,not_friend,not_close,not_texted,not_called
35,52,friend,close,not_texted,not_called
72,84,friend,not_close,not_texted,not_called
29,52,friend,close,not_texted,not_called
58,80,not_friend,not_close,not_texted,not_called
44,65,friend,close,not_texted,not_called
12,48,not_friend,close,not_texted,not_called
21,40,not_friend,not_close,not_texted,not_called
59,63,not_friend,not_close,not_texted,not_called
40,54,friend,not_close,not_texted,called
12,33,not_friend,not_close,not_texted,not_called
60,80,friend,not_close,not_texted,not_called
4,22,not_friend,close,not_texted,not_called
24,62,not_friend,not_close,not_texted,not_called
4,59,not_friend,close,not_texted,not_called
40,66,not_friend,not_close,not_texted,not_called
3,15,not_friend,not_close,not_texted,not_called
20,58,not_friend,close,not_texted,not_called
31,32,not_friend,close,not_texted,not_called
1,7,not_friend,close,not_texted,not_called
52,69,friend,close,not_texted,called
13,23,not_friend,not_close,not_texted,not_called
37,51,not_friend,not_close,not_texted,not_called
15,57,not_friend,close,not_texted,not_called
44,52,friend,close,texted,called
32,62,friend,close,not_texted,called
39,43,friend,not_close,not_texted,not_called
31,50,not_friend,not_close,not_texted,not_called
28,80,friend,not_close,not_texted,not_called
71,82,not_friend,not_close,not_texted,not_called
26,55,not_friend,not_close,not_texted,not_called
18,39,friend,not_close,not_texted,not_called
32,48,not_friend,close,not_texted,not_called
53,68,friend,not_close,not_texted,not_called
70,71,friend,close,not_texted,not_called
41,42,not_friend,not_close,not_texted,not_called
69,72,not_friend,close,not_texted,not_called
8,9,not_friend,not_close,not_texted,not_called
36,58,not_friend,close,not_texted,not_called
73,75,not_friend,not_close,not_texted,not_called
10,27,not_friend,not_close,not_texted,not_called
37,42,not_friend,not_close,not_texted,not_called
67,82,friend,not_close,not_texted,not_called
22,45,not_friend,close,not_texted,not_called
3,48,not_friend,not_close,not_texted,not_called
57,58,friend,close,not_texted,not_called
44,84,friend,not_close,not_texted,not_called
31,69,not_friend,close,not_texted,not_called
29,63,not_friend,not_close,not_texted,not_called
57,74,not_friend,not_close,not_texted,not_called
30,83,not_friend,not_close,not_texted,not_called
50,51,not_friend,not_close,not_texted,not_called
32,71,friend,close,not_texted,not_called
27,63,friend,not_close,not_texted,not_called
66,76,friend,not_close,not_texted,not_called
35,45,friend,close,not_texted,called
10,70,friend,not_close,not_texted,not_called
47,60,not_friend,close,not_texted,not_called
9,33,not_friend,not_close,not_texted,not_called
70,73,not_friend,not_close,not_texted,not_called
19,47,friend,close,not_texted,not_called
40,44,friend,not_close,not_texted,not_called
61,72,not_friend,close,not_texted,not_called
50,84,friend,not_close,not_texted,not_called
15,71,not_friend,close,not_texted,not_called
1,71,not_friend,close,not_texted,not_called
23,76,friend,close,not_texted,not_called
24,28,friend,not_close,not_texted,not_called
15,39,not_friend,not_close,not_texted,not_called
16,48,not_friend,close,not_texted,not_called
51,73,friend,not_close,not_texted,not_called
23,69,friend,close,not_texted,not_called
7,43,not_friend,close,not_texted,not_called
42,50,friend,not_close,not_texted,not_called
44,50,not_friend,not_close,not_texted,called
58,59,not_friend,not_close,not_texted,not_called
66,80,not_friend,not_close,not_texted,not_called
24,57,friend,close,not_texted,not_called
1,31,not_friend,close,not_texted,not_called
34,44,not_friend,close,not_texted,not_called
43,68,friend,not_close,not_texted,not_called
61,83,not_friend,not_close,not_texted,not_called
58,82,not_friend,not_close,not_texted,not_called
26,38,friend,not_close,not_texted,not_called
15,37,not_friend,not_close,not_texted,not_called
47,73,friend,not_close,not_texted,not_called
37,60,not_friend,not_close,not_texted,not_called
18,70,friend,close,not_texted,not_called
20,74,not_friend,not_close,not_texted,not_called
41,54,not_friend,not_close,not_texted,not_called
9,15,not_friend,not_close,not_texted,not_called
54,66,not_friend,not_close,not_texted,not_called
20,21,friend,close,not_texted,not_called
12,15,not_friend,close,not_texted,not_called
15,17,not_friend,not_close,not_texted,not_called
40,59,friend,not_close,not_texted,called
20,36,friend,close,texted,called
42,80,friend,not_close,not_texted,not_called
12,80,not_friend,not_close,not_texted,not_called
4,82,not_friend,not_close,not_texted,not_called
74,81,not_friend,not_close,not_texted,not_called
62,75,friend,close,not_texted,not_called
20,69,friend,close,not_texted,not_called
35,68,not_friend,close,not_texted,not_called
3,80,not_friend,not_close,not_texted,not_called
44,47,not_friend,close,not_texted,not_called
51,54,not_friend,not_close,not_texted,not_called
13,30,not_friend,not_close,not_texted,not_called
24,75,not_friend,not_close,not_texted,not_called
31,65,not_friend,close,not_texted,not_called
10,80,friend,not_close,not_texted,not_called
19,39,friend,not_close,not_texted,not_called
21,37,not_friend,not_close,not_texted,not_called
56,67,friend,close,not_texted,not_called
5,67,not_friend,close,not_texted,not_called
2,57,friend,not_close,texted,called
17,53,not_friend,not_close,not_texted,not_called
48,81,friend,not_close,not_texted,not_called
17,82,not_friend,not_close,not_texted,not_called
8,29,not_friend,close,not_texted,not_called
2,77,friend,not_close,not_texted,not_called
19,66,friend,close,not_texted,not_called
14,83,not_friend,not_close,not_texted,not_called
72,78,friend,not_close,not_texted,not_called
1,13,not_friend,not_close,not_texted,not_called
2,80,not_friend,not_close,not_texted,not_called
55,70,not_friend,close,not_texted,not_called
54,56,not_friend,not_close,not_texted,not_called
46,65,friend,close,not_texted,not_called
14,72,friend,close,not_texted,not_called
39,53,friend,not_close,not_texted,not_called
42,64,not_friend,not_close,not_texted,not_called
31,71,not_friend,close,not_texted,not_called
38,53,friend,not_close,not_texted,not_called
19,24,not_friend,not_close,not_texted,not_called
19,71,friend,not_close,not_texted,not_called
11,47,friend,close,not_texted,not_called
64,72,not_friend,close,not_texted,not_called
8,61,not_friend,close,not_texted,not_called
7,54,not_friend,not_close,not_texted,not_called
45,81,friend,not_close,not_texted,not_called
11,27,friend,close,not_texted,not_called
46,78,friend,not_close,not_texted,not_called
1,55,not_friend,close,not_texted,not_called
1,22,not_friend,close,not_texted,not_called
13,16,not_friend,not_close,not_texted,not_called
56,70,not_friend,close,not_texted,not_called
28,75,not_friend,not_close,not_texted,not_called
10,64,not_friend,not_close,not_texted,not_called
16,64,not_friend,not_close,not_texted,not_called
49,65,friend,not_close,not_texted,not_called
47,51,friend,close,not_texted,not_called
18,52,friend,close,not_texted,not_called
16,31,friend,close,texted,called
34,59,not_friend,close,not_texted,not_called
23,50,friend,not_close,not_texted,not_called
9,20,friend,not_close,not_texted,not_called
32,54,friend,not_close,not_texted,called
8,50,not_friend,not_close,not_texted,not_called
81,82,not_friend,not_close,not_texted,not_called
16,26,not_friend,not_close,not_texted,not_called
14,54,friend,not_close,not_texted,not_called
20,26,friend,not_close,not_texted,not_called
9,44,friend,not_close,not_texted,not_called
64,65,not_friend,close,not_texted,not_called
51,84,not_friend,not_close,not_texted,not_called
28,79,friend,not_close,not_texted,not_called
24,37,not_friend,not_close,not_texted,not_called
7,72,not_friend,close,not_texted,not_called
16,79,friend,not_close,not_texted,not_called
41,61,not_friend,not_close,not_texted,not_called
20,30,friend,close,texted,called
31,80,not_friend,not_close,not_texted,not_called
41,43,not_friend,not_close,not_texted,not_called
49,78,friend,not_close,not_texted,not_called
2,37,not_friend,not_close,not_texted,not_called
5,46,friend,close,not_texted,not_called
11,49,friend,not_close,not_texted,not_called
17,31,not_friend,not_close,not_texted,not_called
50,80,not_friend,not_close,not_texted,called
48,67,friend,close,not_texted,not_called
68,81,not_friend,not_close,not_texted,not_called
17,64,not_friend,not_close,not_texted,not_called
2,60,not_friend,not_close,not_texted,not_called
13,48,not_friend,not_close,not_texted,not_called
31,60,not_friend,not_close,not_texted,not_called
30,75,not_friend,not_close,not_texted,not_called
18,83,not_friend,not_close,not_texted,not_called
18,38,friend,not_close,not_texted,not_called
22,33,not_friend,not_close,not_texted,not_called
50,72,not_friend,not_close,not_texted,called
30,33,not_friend,not_close,not_texted,not_called
30,62,friend,close,not_texted,not_called
4,13,not_friend,not_close,not_texted,not_called
21,74,not_friend,not_close,not_texted,not_called
38,71,friend,not_close,not_texted,not_called
11,12,not_friend,not_close,not_texted,not_called
6,32,friend,close,not_texted,called
11,65,not_friend,close,not_texted,not_called
71,84,not_friend,not_close,not_texted,not_called
26,70,not_friend,not_close,not_texted,not_called
42,51,not_friend,close,not_texted,not_called
52,84,friend,not_close,not_texted,not_called
13,79,not_friend,not_close,not_texted,not_called
13,82,not_friend,not_close,not_texted,not_called
17,22,not_friend,not_close,not_texted,not_called
11,38,not_friend,not_close,not_texted,not_called
62,63,friend,not_close,not_texted,not_called
27,82,not_friend,not_close,not_texted,not_called
6,69,friend,not_close,not_texted,not_called
2,11,not_friend,not_close,not_texted,not_called
48,49,friend,close,not_texted,not_called
22,66,not_friend,not_close,not_texted,not_called
22,84,friend,not_close,not_texted,not_called
6,50,not_friend,not_close,not_texted,not_called
23,27,friend,close,not_texted,called
6,21,not_friend,close,not_texted,not_called
53,81,friend,not_close,not_texted,not_called
70,83,not_friend,not_close,not_texted,not_called
38,40,friend,not_close,not_texted,not_called
8,47,not_friend,close,not_texted,not_called
2,59,friend,close,not_texted,not_called
27,35,not_friend,close,not_texted,not_called
26,63,not_friend,not_close,not_texted,not_called
5,51,not_friend,close,not_texted,not_called
13,55,not_friend,not_close,not_texted,not_called
17,79,friend,not_close,not_texted,not_called
40,73,not_friend,not_close,not_texted,not_called
54,74,not_friend,not_close,not_texted,not_called
65,75,not_friend,close,not_texted,not_called
34,82,not_friend,not_close,not_texted,not_called
8,27,not_friend,close,not_texted,not_called
14,61,not_friend,close,not_texted,not_called
25,74,not_friend,not_close,not_texted,not_called
31,51,friend,not_close,not_texted,not_called
26,56,not_friend,not_close,not_texted,not_called
9,84,friend,not_close,not_texted,not_called
28,83,friend,not_close,not_texted,not_called
59,80,not_friend,not_close,not_texted,not_called
5,6,friend,close,not_texted,called
21,56,friend,close,texted,not_called
40,74,not_friend,not_close,not_texted,not_called
5,24,not_friend,close,not_texted,not_called
3,32,not_friend,not_close,not_texted,not_called
3,49,not_friend,not_close,not_texted,not_called
34,67,friend,close,not_texted,not_called
67,83,not_friend,not_close,not_texted,not_called
57,59,friend,close,not_texted,not_called
10,24,not_friend,not_close,not_texted,not_called
31,68,not_friend,close,not_texted,not_called
30,80,friend,not_close,not_texted,not_called
35,44,not_friend,close,not_texted,not_called
27,64,not_friend,not_close,not_texted,not_called
32,70,friend,close,not_texted,not_called
46,76,friend,close,not_texted,not_called
57,75,friend,not_close,not_texted,not_called
66,77,not_friend,not_close,not_texted,not_called
29,60,friend,close,not_texted,not_called
11,72,friend,close,not_texted,not_called
25,56,not_friend,not_close,not_texted,not_called
29,74,not_friend,not_close,not_texted,not_called
36,66,friend,close,not_texted,not_called
42,77,not_friend,close,not_texted,not_called
45,56,not_friend,not_close,not_texted,not_called
50,61,not_friend,not_close,not_texted,not_called
19,52,friend,not_close,not_texted,not_called
32,36,friend,close,not_texted,not_called
32,81,not_friend,not_close,not_texted,not_called
25,36,not_friend,close,not_texted,not_called
26,41,not_friend,not_close,not_texted,not_called
22,53,not_friend,not_close,not_texted,not_called
1,48,not_friend,close,not_texted,not_called
32,56,not_friend,close,not_texted,not_called
36,46,friend,close,not_texted,called
26,39,friend,not_close,not_texted,not_called
21,47,friend,close,not_texted,not_called
37,67,not_friend,not_close,not_texted,not_called
18,73,not_friend,not_close,not_texted,not_called
43,69,friend,close,not_texted,not_called
9,46,friend,not_close,not_texted,not_called
20,75,not_friend,close,not_texted,not_called
54,67,not_friend,not_close,not_texted,not_called
15,49,friend,not_close,not_texted,called
12,14,not_friend,not_close,not_texted,not_called
41,57,not_friend,not_close,not_texted,not_called
12,81,not_friend,not_close,not_texted,not_called
13,31,not_friend,not_close,not_texted,not_called
45,82,not_friend,not_close,not_texted,not_called
4,67,not_friend,close,not_texted,not_called
20,37,not_friend,not_close,not_texted,not_called
28,58,friend,not_close,not_texted,not_called
71,77,friend,not_close,not_texted,called
47,72,not_friend,close,not_texted,not_called
52,73,friend,not_close,not_texted,not_called
65,83,not_friend,not_close,not_texted,not_called
8,72,not_friend,close,not_texted,not_called
44,46,friend,close,texted,called
24,76,not_friend,not_close,not_texted,not_called
20,68,friend,close,not_texted,not_called
28,34,friend,close,not_texted,not_called
3,81,not_friend,not_close,not_texted,not_called
4,69,not_friend,close,not_texted,not_called
53,78,friend,not_close,not_texted,not_called
35,84,friend,not_close,not_texted,not_called
51,53,not_friend,not_close,not_texted,not_called
32,38,friend,not_close,not_texted,not_called
10,39,not_friend,not_close,not_texted,not_called
29,51,not_friend,close,not_texted,not_called
80,84,friend,not_close,not_texted,not_called
39,77,not_friend,not_close,not_texted,not_called
4,10,not_friend,not_close,not_texted,not_called
4,45,friend,close,not_texted,not_called
36,48,not_friend,close,not_texted,not_called
21,41,not_friend,not_close,not_texted,not_called
59,62,friend,close,not_texted,called
60,83,not_friend,not_close,not_texted,not_called
12,49,not_friend,not_close,not_texted,not_called
12,32,not_friend,close,not_texted,not_called
20,59,friend,close,not_texted,not_called
40,61,not_friend,not_close,not_texted,not_called
74,79,not_friend,not_close,not_texted,not_called
4,21,friend,close,texted,called
3,14,friend,not_close,not_texted,not_called
68,72,friend,close,not_texted,not_called
13,22,not_friend,not_close,not_texted,not_called
31,33,friend,not_close,not_texted,called
38,39,not_friend,not_close,not_texted,not_called
20,41,not_friend,not_close,not_texted,not_called
24,61,not_friend,not_close,not_texted,not_called
35,53,not_friend,not_close,not_texted,not_called
32,63,not_friend,not_close,not_texted,not_called
23,25,friend,close,not_texted,not_called
15,54,not_friend,not_close,not_texted,not_called
1,23,not_friend,not_close,not_texted,not_called
21,67,friend,close,not_texted,called
1,54,not_friend,not_close,not_texted,not_called
78,84,friend,not_close,not_texted,not_called
56,84,not_friend,not_close,not_texted,not_called
13,17,not_friend,not_close,not_texted,not_called
7,39,not_friend,not_close,not_texted,not_called
16,65,not_friend,not_close,not_texted,not_called
9,21,friend,not_close,not_texted,not_called
5,27,not_friend,close,not_texted,not_called
34,58,not_friend,close,not_texted,not_called
47,50,not_friend,not_close,not_texted,not_called
49,66,not_friend,not_close,not_texted,not_called
14,53,friend,not_close,not_texted,not_called
81,83,not_friend,not_close,not_texted,not_called
25,82,not_friend,not_close,not_texted,not_called
9,45,friend,close,not_texted,called
8,51,friend,close,not_texted,not_called
40,53,friend,not_close,not_texted,not_called
21,60,not_friend,not_close,not_texted,not_called
16,27,friend,close,not_texted,not_called
56,58,friend,not_close,texted,called
2,34,friend,not_close,not_texted,called
41,62,not_friend,not_close,not_texted,not_called
7,71,not_friend,close,not_texted,not_called
28,76,friend,not_close,not_texted,not_called
16,78,not_friend,not_close,not_texted,not_called
24,38,not_friend,not_close,not_texted,not_called
58,62,not_friend,not_close,not_texted,not_called
47,61,not_friend,close,not_texted,not_called
10,73,not_friend,not_close,not_texted,not_called
37,70,friend,not_close,not_texted,not_called
15,72,not_friend,close,not_texted,not_called
40,43,friend,not_close,not_texted,called
70,72,friend,close,not_texted,not_called
77,79,friend,close,not_texted,not_called
3,33,not_friend,not_close,not_texted,not_called
9,32,not_friend,close,not_texted,not_called
64,74,not_friend,not_close,not_texted,not_called
23,75,friend,close,not_texted,called
63,73,not_friend,not_close,not_texted,not_called
7,40,not_friend,not_close,not_texted,not_called
7,15,not_friend,close,not_texted,not_called
39,67,friend,not_close,not_texted,not_called
24,81,not_friend,not_close,not_texted,not_called
24,54,not_friend,not_close,not_texted,not_called
61,66,not_friend,close,not_texted,not_called
15,81,not_friend,not_close,not_texted,not_called
55,62,not_friend,close,not_texted,not_called
41,59,not_friend,not_close,not_texted,not_called
44,51,not_friend,close,not_texted,not_called
34,45,not_friend,close,not_texted,not_called
28,69,friend,close,not_texted,not_called
1,30,not_friend,close,not_texted,not_called
17,25,not_friend,not_close,not_texted,not_called
2,12,friend,not_close,not_texted,not_called
11,39,not_friend,not_close,not_texted,not_called
6,68,friend,close,not_texted,called
27,83,friend,not_close,not_texted,not_called
13,81,not_friend,not_close,not_texted,not_called
38,52,friend,not_close,not_texted,not_called
17,49,not_friend,not_close,not_texted,not_called
22,83,not_friend,not_close,not_texted,not_called
37,58,not_friend,not_close,not_texted,not_called
6,51,not_friend,close,not_texted,not_called
38,41,not_friend,not_close,not_texted,not_called
6,20,friend,close,not_texted,not_called
19,34,not_friend,close,not_texted,not_called
19,83,not_friend,not_close,not_texted,not_called
26,62,friend,close,not_texted,not_called
53,80,not_friend,not_close,not_texted,not_called
8,46,not_friend,close,not_texted,not_called
5,50,not_friend,not_close,not_texted,not_called
8,26,not_friend,close,not_texted,not_called
34,83,friend,not_close,not_texted,not_called
14,19,friend,close,not_texted,not_called
29,35,not_friend,close,not_texted,not_called
13,56,not_friend,not_close,not_texted,not_called
34,63,friend,not_close,not_texted,not_called
56,60,not_friend,close,not_texted,not_called
10,81,friend,not_close,not_texted,not_called
36,41,not_friend,not_close,not_texted,not_called
1,43,not_friend,close,not_texted,not_called
21,36,not_friend,close,not_texted,not_called
14,84,not_friend,not_close,not_texted,not_called
23,40,friend,not_close,not_texted,not_called
2,74,not_friend,not_close,not_texted,not_called
1,12,not_friend,close,not_texted,not_called
2,29,friend,not_close,not_texted,called
8,28,not_friend,close,not_texted,not_called
46,64,friend,not_close,not_texted,not_called
4,9,friend,close,texted,called
19,65,friend,not_close,not_texted,called
42,63,not_friend,not_close,not_texted,not_called
49,51,not_friend,not_close,not_texted,not_called
49,84,friend,not_close,not_texted,not_called
7,57,friend,close,not_texted,not_called
19,23,friend,close,not_texted,called
8,60,not_friend,not_close,not_texted,not_called
14,28,friend,close,not_texted,not_called
33,56,friend,not_close,texted,called
48,80,not_friend,not_close,not_texted,not_called
49,68,not_friend,not_close,not_texted,not_called
55,84,not_friend,not_close,not_texted,not_called
5,64,not_friend,not_close,not_texted,not_called
65,72,friend,close,not_texted,called
7,37,not_friend,not_close,not_texted,not_called
54,68,friend,not_close,not_texted,called
64,73,not_friend,not_close,not_texted,not_called
14,44,friend,close,not_texted,called
11,26,not_friend,not_close,not_texted,not_called
15,74,friend,not_close,not_texted,not_called
25,55,friend,not_close,not_texted,called
11,73,friend,not_close,not_texted,not_called
36,67,friend,close,not_texted,not_called
65,79,friend,close,not_texted,called
40,47,friend,not_close,not_texted,not_called
30,63,not_friend,not_close,not_texted,not_called
13,58,not_friend,not_close,not_texted,not_called
45,51,not_friend,not_close,not_texted,not_called
37,84,not_friend,not_close,not_texted,not_called
62,72,friend,close,not_texted,not_called
50,66,friend,not_close,not_texted,not_called
43,80,friend,not_close,not_texted,not_called
32,82,not_friend,not_close,not_texted,not_called
57,61,not_friend,close,not_texted,not_called
26,40,friend,not_close,not_texted,not_called
29,77,friend,not_close,not_texted,called
36,47,friend,close,not_texted,not_called
22,54,friend,not_close,not_texted,not_called
18,28,friend,close,not_texted,not_called
25,39,not_friend,not_close,not_texted,not_called
51,78,not_friend,not_close,not_texted,not_called
58,65,not_friend,not_close,not_texted,not_called
14,26,friend,not_close,not_texted,not_called
11,48,not_friend,close,not_texted,not_called
32,59,friend,close,not_texted,called
33,36,not_friend,not_close,not_texted,not_called
17,67,not_friend,not_close,not_texted,not_called
27,34,not_friend,close,not_texted,not_called
68,80,friend,not_close,not_texted,not_called
22,23,friend,close,not_texted,not_called
30,74,not_friend,not_close,not_texted,not_called
33,70,not_friend,not_close,not_texted,not_called
2,63,not_friend,not_close,not_texted,not_called
45,77,not_friend,not_close,not_texted,not_called
25,48,not_friend,close,not_texted,not_called
22,30,friend,close,not_texted,not_called
26,71,friend,not_close,not_texted,not_called
33,38,not_friend,not_close,not_texted,not_called
75,84,not_friend,not_close,not_texted,not_called
45,68,friend,not_close,not_texted,not_called
30,32,friend,close,not_texted,not_called
50,62,not_friend,not_close,not_texted,not_called
11,64,not_friend,not_close,not_texted,not_called
6,33,not_friend,not_close,not_texted,not_called
11,13,not_friend,not_close,not_texted,not_called
22,47,friend,close,not_texted,not_called
42,56,not_friend,close,not_texted,not_called
5,47,not_friend,close,not_texted,not_called
38,70,friend,not_close,not_texted,not_called
21,77,not_friend,not_close,not_texted,not_called
35,83,not_friend,not_close,not_texted,not_called
60,82,not_friend,not_close,not_texted,not_called
4,68,not_friend,close,not_texted,not_called
80,83,not_friend,not_close,not_texted,not_called
10,38,friend,not_close,not_texted,not_called
31,78,not_friend,not_close,not_texted,not_called
53,79,friend,not_close,not_texted,not_called
49,60,not_friend,not_close,not_texted,not_called
4,44,friend,close,texted,called
21,42,not_friend,close,not_texted,not_called
36,49,not_friend,not_close,not_texted,not_called
4,11,friend,close,not_texted,not_called
12,31,not_friend,close,not_texted,not_called
18,63,not_friend,not_close,not_texted,not_called
39,54,friend,not_close,not_texted,not_called
51,68,not_friend,not_close,not_texted,not_called
40,60,friend,not_close,not_texted,not_called
24,60,not_friend,not_close,not_texted,not_called
3,77,not_friend,not_close,not_texted,not_called
74,78,not_friend,not_close,not_texted,not_called
5,80,not_friend,not_close,not_texted,not_called
43,59,not_friend,close,not_texted,not_called
35,54,not_friend,not_close,not_texted,not_called
32,60,friend,close,not_texted,not_called
29,50,not_friend,not_close,not_texted,not_called
15,55,not_friend,close,not_texted,not_called
43,75,not_friend,not_close,not_texted,not_called
41,73,not_friend,not_close,not_texted,not_called
3,79,not_friend,not_close,not_texted,not_called
45,48,not_friend,close,not_texted,not_called
18,35,not_friend,close,not_texted,not_called
21,55,friend,close,not_texted,called
28,82,not_friend,not_close,not_texted,not_called
24,25,not_friend,not_close,not_texted,not_called
26,57,not_friend,not_close,not_texted,not_called
12,55,friend,close,not_texted,called
31,52,friend,close,not_texted,called
3,55,not_friend,not_close,not_texted,not_called
5,25,not_friend,close,not_texted,not_called
21,79,friend,close,not_texted,not_called
37,77,not_friend,not_close,not_texted,not_called
61,75,not_friend,close,not_texted,not_called
37,44,not_friend,not_close,not_texted,not_called
51,76,not_friend,not_close,not_texted,not_called
3,31,not_friend,not_close,not_texted,not_called
32,73,not_friend,not_close,not_texted,not_called
10,25,not_friend,not_close,not_texted,not_called
29,61,not_friend,close,not_texted,not_called
57,72,not_friend,close,not_texted,not_called
27,65,not_friend,close,not_texted,not_called
66,74,not_friend,not_close,not_texted,not_called
30,81,not_friend,not_close,not_texted,not_called
12,79,not_friend,not_close,not_texted,not_called
9,68,friend,not_close,not_texted,not_called
23,74,not_friend,not_close,not_texted,not_called
43,57,not_friend,not_close,not_texted,not_called
37,71,not_friend,not_close,not_texted,not_called
45,60,not_friend,not_close,not_texted,not_called
40,42,not_friend,not_close,not_texted,not_called
10,72,not_friend,not_close,not_texted,not_called
55,63,not_friend,not_close,not_texted,not_called
63,72,not_friend,not_close,not_texted,not_called
24,55,not_friend,close,not_texted,not_called
7,14,not_friend,close,not_texted,not_called
28,68,friend,not_close,not_texted,not_called
8,81,not_friend,not_close,not_texted,not_called
24,80,not_friend,not_close,not_texted,not_called
7,41,not_friend,not_close,not_texted,not_called
61,67,not_friend,close,not_texted,not_called
55,61,not_friend,close,not_texted,not_called
16,46,not_friend,close,not_texted,not_called
15,80,not_friend,not_close,not_texted,not_called
1,33,not_friend,not_close,not_texted,not_called
41,44,not_friend,not_close,not_texted,not_called
20,78,not_friend,not_close,not_texted,not_called
41,58,not_friend,not_close,not_texted,not_called
8,79,not_friend,close,not_texted,not_called
39,51,not_friend,not_close,not_texted,not_called
12,17,not_friend,not_close,not_texted,not_called
37,66,friend,not_close,not_texted,not_called
28,50,friend,not_close,not_texted,not_called
26,36,friend,not_close,not_texted,not_called
9,13,not_friend,not_close,not_texted,not_called
35,49,not_friend,not_close,not_texted,not_called
12,77,not_friend,not_close,not_texted,not_called
3,17,not_friend,not_close,not_texted,not_called
15,48,friend,close,texted,called
4,20,not_friend,close,not_texted,not_called
41,76,not_friend,not_close,not_texted,not_called
20,76,not_friend,close,not_texted,not_called
13,36,not_friend,not_close,not_texted,not_called
24,77,not_friend,not_close,not_texted,not_called
44,45,not_friend,close,not_texted,not_called
28,59,friend,close,not_texted,not_called
4,66,friend,close,not_texted,not_called
4,84,not_friend,not_close,not_texted,not_called
47,75,friend,close,not_texted,not_called
68,83,not_friend,not_close,not_texted,not_called
18,72,friend,close,not_texted,called
44,69,not_friend,not_close,not_texted,not_called
52,72,friend,close,not_texted,not_called
42,72,friend,close,not_texted,not_called
54,64,not_friend,not_close,not_texted,not_called
28,35,friend,close,not_texted,not_called
56,61,not_friend,close,not_texted,not_called
13,61,not_friend,not_close,not_texted,not_called
1,11,not_friend,close,not_texted,not_called
21,31,friend,close,texted,called
2,75,not_friend,close,not_texted,not_called
10,53,friend,not_close,not_texted,not_called
1,44,not_friend,close,not_texted,not_called
10,82,not_friend,not_close,not_texted,not_called
4,8,not_friend,close,not_texted,not_called
34,48,not_friend,close,not_texted,not_called
2,28,friend,not_close,not_texted,not_called
1,68,not_friend,close,not_texted,not_called
23,41,not_friend,not_close,not_texted,not_called
53,54,friend,not_close,not_texted,not_called
67,71,not_friend,close,not_texted,not_called
1,84,not_friend,not_close,not_texted,not_called
16,51,not_friend,close,not_texted,not_called
49,50,not_friend,not_close,not_texted,not_called
16,84,not_friend,not_close,not_texted,not_called
14,29,friend,close,not_texted,not_called
19,22,friend,close,not_texted,called
1,59,not_friend,close,not_texted,not_called
8,67,not_friend,close,not_texted,not_called
7,56,friend,close,not_texted,not_called
